model,prefill,gamma,budget,acceptance_rate,avg_generated_token
7b-128k,16000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,16000,4,0.1,0.9090909090909091,3.6363636363636362
7b-128k,16000,4,0.1,0.8777777777777778,3.511111111111111
7b-128k,16000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,16000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,16000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,16000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,16000,4,0.1,0.8777777777777778,3.511111111111111
7b-128k,16000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,16000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,16000,4,0.1,0.8532608695652174,3.4130434782608696
7b-128k,16000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,16000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,16000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,16000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,16000,4,0.1,0.9302325581395349,3.7209302325581395
7b-128k,16000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,16000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,16000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,16000,4,0.1,0.9090909090909091,3.6363636363636362
7b-128k,16000,4,0.1,0.8722222222222222,3.488888888888889
7b-128k,16000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,16000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,16000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,16000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,16000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,16000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,16000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,16000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,16000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,16000,4,0.1,0.824468085106383,3.297872340425532
7b-128k,16000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,16000,4,0.1,0.9878048780487805,3.951219512195122
7b-128k,16000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,16000,4,0.1,0.842391304347826,3.369565217391304
7b-128k,24000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,24000,4,0.1,0.9302325581395349,3.7209302325581395
7b-128k,24000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,24000,4,0.1,0.7916666666666666,3.1666666666666665
7b-128k,24000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,24000,4,0.1,0.8586956521739131,3.4347826086956523
7b-128k,24000,4,0.1,0.8138297872340425,3.25531914893617
7b-128k,24000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,24000,4,0.1,0.8611111111111112,3.4444444444444446
7b-128k,24000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,24000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,24000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,24000,4,0.1,0.975609756097561,3.902439024390244
7b-128k,24000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,24000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,24000,4,0.1,0.975609756097561,3.902439024390244
7b-128k,24000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,24000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,24000,4,0.1,0.9642857142857143,3.857142857142857
7b-128k,24000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,24000,4,0.1,0.9090909090909091,3.6363636363636362
7b-128k,24000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,24000,4,0.1,0.8369565217391305,3.347826086956522
7b-128k,24000,4,0.1,0.9642857142857143,3.857142857142857
7b-128k,24000,4,0.1,0.9817073170731707,3.926829268292683
7b-128k,24000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,24000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,24000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,24000,4,0.1,0.8833333333333333,3.533333333333333
7b-128k,24000,4,0.1,0.8722222222222222,3.488888888888889
7b-128k,24000,4,0.1,0.9464285714285714,3.7857142857142856
7b-128k,24000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,24000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,24000,4,0.1,0.9090909090909091,3.6363636363636362
7b-128k,24000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,24000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,24000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,32000,4,0.1,0.9878048780487805,3.951219512195122
7b-128k,32000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,32000,4,0.1,0.8586956521739131,3.4347826086956523
7b-128k,32000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,32000,4,0.1,0.9878048780487805,3.951219512195122
7b-128k,32000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,32000,4,0.1,0.9642857142857143,3.857142857142857
7b-128k,32000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,32000,4,0.1,0.8532608695652174,3.4130434782608696
7b-128k,32000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,32000,4,0.1,0.7908163265306123,3.163265306122449
7b-128k,32000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,32000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,32000,4,0.1,0.8369565217391305,3.347826086956522
7b-128k,32000,4,0.1,0.9817073170731707,3.926829268292683
7b-128k,32000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,32000,4,0.1,0.842391304347826,3.369565217391304
7b-128k,32000,4,0.1,0.8863636363636364,3.5454545454545454
7b-128k,32000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,32000,4,0.1,0.8297872340425532,3.3191489361702127
7b-128k,32000,4,0.1,0.8863636363636364,3.5454545454545454
7b-128k,32000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,32000,4,0.1,0.9302325581395349,3.7209302325581395
7b-128k,32000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,32000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,32000,4,0.1,0.9695121951219512,3.8780487804878048
7b-128k,32000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,32000,4,0.1,0.8532608695652174,3.4130434782608696
7b-128k,32000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,32000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,32000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,32000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,32000,4,0.1,0.842391304347826,3.369565217391304
7b-128k,32000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,32000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,32000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,32000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,48000,4,0.1,0.975609756097561,3.902439024390244
7b-128k,48000,4,0.1,0.9817073170731707,3.926829268292683
7b-128k,48000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,48000,4,0.1,0.8532608695652174,3.4130434782608696
7b-128k,48000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,48000,4,0.1,0.8611111111111112,3.4444444444444446
7b-128k,48000,4,0.1,0.8863636363636364,3.5454545454545454
7b-128k,48000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,48000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,48000,4,0.1,0.8611111111111112,3.4444444444444446
7b-128k,48000,4,0.1,0.9244186046511628,3.697674418604651
7b-128k,48000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,48000,4,0.1,0.8666666666666667,3.466666666666667
7b-128k,48000,4,0.1,0.8722222222222222,3.488888888888889
7b-128k,48000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,48000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,48000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,48000,4,0.1,0.8920454545454546,3.5681818181818183
7b-128k,48000,4,0.1,0.9090909090909091,3.6363636363636362
7b-128k,48000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,48000,4,0.1,0.9523809523809523,3.8095238095238093
7b-128k,48000,4,0.1,0.8977272727272727,3.590909090909091
7b-128k,48000,4,0.1,0.9583333333333334,3.8333333333333335
7b-128k,48000,4,0.1,0.9186046511627907,3.6744186046511627
7b-128k,48000,4,0.1,0.9302325581395349,3.7209302325581395
7b-128k,48000,4,0.1,0.9817073170731707,3.926829268292683
7b-128k,48000,4,0.1,0.8478260869565217,3.391304347826087
7b-128k,48000,4,0.1,0.936046511627907,3.744186046511628
7b-128k,48000,4,0.1,0.8777777777777778,3.511111111111111
7b-128k,48000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,48000,4,0.1,0.9034090909090909,3.6136363636363638
7b-128k,48000,4,0.1,0.9939024390243902,3.975609756097561
7b-128k,48000,4,0.1,0.8611111111111112,3.4444444444444446
7b-128k,48000,4,0.1,0.9404761904761905,3.761904761904762
7b-128k,48000,4,0.1,0.9127906976744186,3.6511627906976742
7b-128k,48000,4,0.1,0.8833333333333333,3.533333333333333
7b-128k,48000,4,0.1,0.8977272727272727,3.590909090909091
