model,prefill,budget,acceptance_rate,avg_token
7b-128k,4000,0.1,0.8691588785046729,0.8691588785046729
7b-128k,4000,0.1,0.941747572815534,0.941747572815534
7b-128k,4000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,4000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,4000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,4000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,8000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.941747572815534,0.941747572815534
7b-128k,8000,0.1,0.9047619047619048,0.9047619047619048
7b-128k,8000,0.1,1.0,1.0
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,8000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,8000,0.1,0.9142857142857143,0.9142857142857143
7b-128k,8000,0.1,0.941747572815534,0.941747572815534
7b-128k,8000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,8000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,8000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,8000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.8867924528301887,0.8867924528301887
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,8000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,8000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,8000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,8000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,8000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,12000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,12000,0.1,1.0,1.0
7b-128k,12000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,12000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,12000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,12000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,12000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,12000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,12000,0.1,0.9142857142857143,0.9142857142857143
7b-128k,12000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.941747572815534,0.941747572815534
7b-128k,12000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,12000,0.1,0.941747572815534,0.941747572815534
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,12000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,12000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,12000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,12000,0.1,0.941747572815534,0.941747572815534
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,12000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,12000,0.1,0.941747572815534,0.941747572815534
7b-128k,12000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,12000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,12000,0.1,0.9047619047619048,0.9047619047619048
7b-128k,12000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,12000,0.1,0.941747572815534,0.941747572815534
7b-128k,12000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,12000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,12000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,12000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.7787610619469026,0.7787610619469026
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,16000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.8518518518518519,0.8518518518518519
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.941747572815534,0.941747572815534
7b-128k,16000,0.1,0.9230769230769231,0.9230769230769231
7b-128k,16000,0.1,0.9142857142857143,0.9142857142857143
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,16000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9514563106796117,0.9514563106796117
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.941747572815534,0.941747572815534
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9801980198019802,0.9801980198019802
7b-128k,16000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9326923076923077,0.9326923076923077
7b-128k,16000,0.1,0.9607843137254902,0.9607843137254902
7b-128k,16000,0.1,0.9705882352941176,0.9705882352941176
7b-128k,16000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,16000,0.1,0.9900990099009901,0.9900990099009901
7b-128k,16000,0.1,0.9230769230769231,0.9230769230769231
