prefill,gamma,token/s,acceptance_rate,avg_token
64000,4,20.37222614893165,0.8138297872340425,3.25531914893617
128000,4,16.553215603254607,0.9034090909090909,3.6136363636363638
64000,4,21.89163732091218,0.8833333333333333,3.533333333333333
64000,4,20.252023469068202,0.8072916666666666,3.2291666666666665
128000,4,13.94578140847204,0.75,3.0
64000,4,18.577282162712272,0.7450980392156863,2.980392156862745
64000,4,18.881217855939664,0.7307692307692307,2.923076923076923
128000,4,15.846204052160264,0.8666666666666667,3.466666666666667
64000,6,17.30702059117966,0.688034188034188,4.128205128205128
64000,6,24.38192133012546,0.9555555555555556,5.733333333333333
128000,4,16.343372523977333,0.8833333333333333,3.533333333333333
64000,6,20.32745995237593,0.7731481481481481,4.638888888888889
64000,6,23.241776109313324,0.9086021505376344,5.451612903225806
128000,4,15.328773204811695,0.824468085106383,3.297872340425532
64000,6,20.01943727057255,0.7522522522522522,4.513513513513513
64000,6,21.539475240701318,0.8186274509803921,4.911764705882353
64000,6,17.939067704850245,0.6463414634146342,3.8780487804878048
128000,4,15.464066285139731,0.824468085106383,3.297872340425532
64000,6,19.306111988176443,0.7136752136752137,4.282051282051282
64000,6,18.439578708926067,0.675,4.050000000000001
128000,4,15.926283284312174,0.8611111111111112,3.4444444444444446
64000,6,18.661278453634054,0.7342342342342343,4.405405405405405
64000,6,19.730937773476363,0.7477477477477478,4.486486486486487
64000,6,22.378042497874887,0.8636363636363636,5.181818181818182
128000,4,16.451785923683104,0.8920454545454546,3.5681818181818183
64000,6,19.25993263966325,0.7105263157894737,4.2631578947368425
64000,6,20.872696132889224,0.7857142857142857,4.714285714285714
128000,4,16.562009572362015,0.9090909090909091,3.6363636363636362
64000,6,22.589405321516963,0.8636363636363636,5.181818181818182
64000,6,15.793603866141414,0.5615942028985508,3.3695652173913047
64000,6,22.148184376554788,0.8434343434343434,5.0606060606060606
128000,4,14.681463253559038,0.7704081632653061,3.0816326530612246
64000,6,18.513085007913222,0.6708333333333333,4.0249999999999995
64000,6,20.434931397394653,0.7592592592592593,4.555555555555555
128000,4,16.11066319939954,0.8666666666666667,3.466666666666667
64000,6,20.75955978143944,0.7731481481481481,4.638888888888889
64000,6,19.442148133981085,0.7105263157894737,4.2631578947368425
64000,6,20.695764737063527,0.7731481481481481,4.638888888888889
128000,4,17.942885777342454,0.9939024390243902,3.975609756097561
64000,6,17.62912847237714,0.626984126984127,3.761904761904762
64000,6,21.058180202532977,0.7857142857142857,4.714285714285714
128000,4,15.507966625111937,0.824468085106383,3.297872340425532
64000,6,18.441396220377737,0.6708333333333333,4.0249999999999995
64000,6,17.517611514392794,0.626984126984127,3.761904761904762
64000,6,24.051024486358752,0.9193548387096774,5.516129032258064
128000,4,15.50679013026939,0.824468085106383,3.297872340425532
64000,6,20.42511185664529,0.7685185185185185,4.611111111111111
64000,6,19.642811073704124,0.7477477477477478,4.486486486486487
128000,4,17.20245353308113,0.9583333333333334,3.8333333333333335
64000,6,22.22591468754054,0.8802083333333334,5.28125
64000,6,23.236589188685915,0.9139784946236559,5.483870967741935
64000,6,21.20242213402322,0.8095238095238095,4.857142857142858
128000,4,17.268236869269163,0.9583333333333334,3.8333333333333335
64000,6,21.59971636162756,0.8585858585858586,5.151515151515151
64000,6,18.149185138365933,0.6666666666666666,4.0
128000,4,14.758034625057775,0.7755102040816326,3.1020408163265305
64000,6,19.84869976989312,0.7368421052631579,4.421052631578947
64000,6,18.93569854999811,0.688034188034188,4.128205128205128
64000,6,20.26518065696431,0.7904761904761904,4.742857142857143
128000,4,15.89029775933869,0.8611111111111112,3.4444444444444446
128000,4,15.26081592887857,0.8072916666666666,3.2291666666666665
64000,8,16.48590107688844,0.625,5.0
64000,8,26.14129953593362,0.9945652173913043,7.956521739130435
64000,8,19.919713032358818,0.7208333333333333,5.766666666666667
128000,4,16.17862296860037,0.8722222222222222,3.488888888888889
64000,8,22.613072465466008,0.8365384615384616,6.6923076923076925
64000,8,23.101413100548967,0.8557692307692307,6.846153846153846
64000,8,20.954248003344816,0.7629310344827587,6.103448275862069
128000,4,16.202487150926277,0.8722222222222222,3.488888888888889
64000,8,23.523788740280246,0.875,7.0
64000,8,22.788804820936402,0.8509615384615384,6.8076923076923075
128000,4,14.87549387851741,0.7857142857142857,3.142857142857143
64000,8,21.7083700498747,0.7946428571428571,6.357142857142857
64000,8,19.353513084015336,0.7083333333333334,5.666666666666667
64000,8,16.31900272207791,0.5833333333333334,4.666666666666667
128000,4,15.343470656136091,0.8125,3.25
64000,8,19.108741022015888,0.7056451612903226,5.645161290322581
64000,8,20.429463659032045,0.7672413793103449,6.137931034482759
128000,4,15.089950398711526,0.8138297872340425,3.25531914893617
64000,8,20.221605754859407,0.7456896551724138,5.9655172413793105
64000,8,19.81475380119042,0.7767857142857143,6.214285714285714
64000,8,14.634875545289246,0.503125,4.025
128000,4,15.126674007857318,0.796875,3.1875
64000,8,20.887756961421157,0.7678571428571429,6.142857142857143
64000,8,17.861161392275445,0.68359375,5.46875
64000,8,18.431507578155696,0.7083333333333334,5.666666666666667
64000,8,21.803064598182942,0.8101851851851852,6.481481481481482
128000,6,12.519384532041737,0.6923076923076923,4.153846153846153
64000,8,16.343199090521722,0.5777027027027027,4.621621621621622
64000,8,17.510637463518773,0.6363636363636364,5.090909090909091
128000,6,15.732513259514421,0.7731481481481481,4.638888888888889
64000,8,18.930347822385475,0.6975806451612904,5.580645161290323
64000,8,21.380455612843523,0.8101851851851852,6.481481481481482
64000,8,17.737460364106457,0.6628787878787878,5.303030303030303
128000,6,19.794560769297007,1.0,6.0
64000,8,19.02048862424583,0.7083333333333334,5.666666666666667
64000,8,22.916432495334448,0.88,7.04
64000,8,21.216354073969345,0.8009259259259259,6.407407407407407
128000,6,11.575234635375775,0.5166666666666667,3.1000000000000005
64000,8,18.334517613797814,0.6640625,5.3125
64000,8,14.394557854257869,0.49107142857142855,3.9285714285714284
128000,6,16.96809913022723,0.8333333333333334,5.0
64000,8,24.233274471541066,0.915,7.32
64000,8,19.664508285506425,0.7208333333333333,5.766666666666667
128000,6,15.4581091244561,0.7432432432432432,4.45945945945946
64000,8,18.321183517167402,0.66015625,5.28125
64000,8,21.991505228370162,0.8287037037037037,6.62962962962963
64000,8,15.834128184452661,0.5641891891891891,4.513513513513513
128000,6,18.40438285334931,0.9301075268817204,5.580645161290322
64000,8,13.777922922258432,0.48214285714285715,3.857142857142857
64000,8,19.039829374530996,0.7125,5.7
128000,6,14.294586339717203,0.6833333333333333,4.1
64000,16,15.596121413437919,0.5625,9.0
128000,6,16.781789997926598,0.8186274509803921,4.911764705882353
64000,16,26.256660415141347,0.9230769230769231,14.76923076923077
64000,16,16.932418716779864,0.571875,9.15
128000,6,12.913076311442365,0.5909090909090909,3.545454545454546
64000,16,19.664948364918196,0.6736111111111112,10.777777777777779
64000,16,21.639813881851307,0.75390625,12.0625
64000,16,24.350057863905057,0.8526785714285714,13.642857142857142
128000,6,16.248924345891403,0.7870370370370371,4.722222222222222
64000,16,13.294953830802434,0.4375,7.0
64000,16,16.26805389111714,0.5535714285714286,8.857142857142858
128000,6,16.245067339181702,0.7870370370370371,4.722222222222222
64000,16,20.806910290617836,0.71875,11.5
64000,16,19.01467188407174,0.6493055555555556,10.38888888888889
64000,16,21.227709315364844,0.734375,11.75
128000,6,16.467545350972316,0.8,4.800000000000001
64000,16,15.950870782391673,0.5369318181818182,8.590909090909092
64000,16,20.3692130895796,0.7058823529411765,11.294117647058824
128000,6,13.636388492730983,0.6349206349206349,3.8095238095238093
64000,16,15.950959633110694,0.5340909090909091,8.545454545454545
64000,16,21.354207184449557,0.73828125,11.8125
64000,16,15.632487176790093,0.5244565217391305,8.391304347826088
128000,6,17.041256570729743,0.8333333333333334,5.0
64000,16,14.824503607802644,0.49184782608695654,7.869565217391305
64000,16,13.538631760139436,0.445,7.12
128000,6,17.037037163880672,0.8333333333333334,5.0
64000,16,14.785578818978504,0.49184782608695654,7.869565217391305
64000,16,12.842236453800501,0.41898148148148145,6.703703703703703
128000,6,15.350963787838193,0.7342342342342343,4.405405405405405
64000,16,20.87071930210711,0.7242647058823529,11.588235294117647
64000,16,20.871622289227663,0.72265625,11.5625
64000,16,18.910274802255287,0.6527777777777778,10.444444444444445
128000,6,16.782683648039843,0.8484848484848485,5.090909090909091
64000,16,20.009507040129066,0.6875,11.0
64000,16,8.996156661006735,0.27564102564102566,4.410256410256411
128000,6,16.30344344896586,0.7904761904761904,4.742857142857143
64000,16,9.926026584302164,0.3072916666666667,4.916666666666667
64000,16,18.151557473286942,0.6151315789473685,9.842105263157896
128000,6,16.72472925307551,0.8142857142857143,4.885714285714286
64000,16,16.39115994312139,0.5505952380952381,8.80952380952381
64000,16,10.646573321396685,0.3352272727272727,5.363636363636363
128000,6,13.86079931392364,0.6463414634146342,3.8780487804878048
64000,16,17.015320891446148,0.5714285714285714,9.142857142857142
64000,16,22.516231392983567,0.77734375,12.4375
64000,16,11.210211960683125,0.3541666666666667,5.666666666666667
128000,6,16.861425632393956,0.8235294117647058,4.9411764705882355
64000,16,14.626834134917464,0.48097826086956524,7.695652173913044
64000,16,18.860658028950446,0.6388888888888888,10.222222222222221
128000,6,15.2584467559239,0.7280701754385965,4.368421052631579
64000,16,15.863472942004435,0.5284090909090909,8.454545454545455
64000,16,12.513948191840804,0.4027777777777778,6.444444444444445
128000,6,14.650530680350677,0.6923076923076923,4.153846153846153
64000,16,19.113626974711565,0.6493055555555556,10.38888888888889
128000,6,17.65871783140202,0.8686868686868687,5.212121212121213
64000,32,6.836534210920512,0.21412037037037038,6.851851851851852
64000,32,28.03714658925581,0.9464285714285714,30.285714285714285
128000,6,13.050959731819034,0.5984848484848485,3.590909090909091
64000,32,6.94661215927479,0.21153846153846154,6.769230769230769
64000,32,16.33582431404978,0.5369318181818182,17.181818181818183
128000,6,17.85029019117618,0.8802083333333334,5.28125
64000,32,13.591233503932083,0.43973214285714285,14.071428571428571
64000,32,10.110909768909998,0.3190789473684211,10.210526315789474
128000,6,18.117890518214924,0.8958333333333334,5.375
64000,32,9.180545726638858,0.28720238095238093,9.19047619047619
64000,32,8.620511158399596,0.26785714285714285,8.571428571428571
128000,6,14.553728251621205,0.688034188034188,4.128205128205128
64000,32,9.632136025114308,0.3026315789473684,9.68421052631579
64000,32,10.718175138228817,0.3400735294117647,10.882352941176471
128000,6,16.107167011306952,0.7777777777777778,4.666666666666667
64000,32,7.548503499550276,0.23046875,7.375
64000,32,9.260423827402244,0.29017857142857145,9.285714285714286
128000,6,16.885517704355614,0.8235294117647058,4.9411764705882355
64000,32,10.084268815312722,0.3194444444444444,10.222222222222221
64000,32,11.110968836095614,0.3541666666666667,11.333333333333334
128000,6,16.884677106456365,0.8235294117647058,4.9411764705882355
64000,32,10.742053275107224,0.3420138888888889,10.944444444444445
64000,32,7.066866409923521,0.21394230769230768,6.846153846153846
128000,6,17.221625908579703,0.8431372549019608,5.0588235294117645
64000,32,16.221883370699324,0.5338541666666666,17.083333333333332
64000,32,9.103314772868973,0.28720238095238093,9.19047619047619
128000,6,15.748536932026315,0.7567567567567568,4.54054054054054
64000,32,10.665807849864459,0.3385416666666667,10.833333333333334
64000,32,9.69893874425157,0.30505952380952384,9.761904761904763
128000,6,16.71977687851156,0.8137254901960784,4.882352941176471
64000,32,8.48251335677878,0.2627840909090909,8.409090909090908
64000,32,20.31655577563895,0.6736111111111112,21.555555555555557
128000,6,16.2061946219812,0.7857142857142857,4.714285714285714
64000,32,6.842532560870845,0.20601851851851852,6.592592592592593
64000,32,17.864859805542757,0.5880681818181818,18.818181818181817
128000,6,15.036087622450719,0.7149122807017544,4.2894736842105265
64000,32,9.24779469325505,0.2921875,9.35
64000,32,7.861585799517639,0.24456521739130435,7.826086956521739
64000,32,13.917404562807617,0.4519230769230769,14.461538461538462
64000,32,7.824101793998627,0.24048913043478262,7.695652173913044
128000,8,12.826423183305844,0.6814516129032258,5.451612903225806
64000,32,10.958018185069772,0.3489583333333333,11.166666666666666
64000,32,10.672597826126664,0.3400735294117647,10.882352941176471
128000,8,13.852514199442103,0.6142857142857143,4.914285714285715
64000,32,15.592434489364175,0.5130208333333334,16.416666666666668
64000,32,14.534659870929934,0.47544642857142855,15.214285714285714
128000,8,20.9379638636904,0.9945652173913043,7.956521739130435
64000,32,15.008790545376304,0.4895833333333333,15.666666666666666
64000,32,13.055503342015804,0.421875,13.5
128000,8,12.855322166083353,0.5608108108108109,4.486486486486487
64000,32,12.332164977052896,0.3958333333333333,12.666666666666666
64000,32,7.832873680246408,0.24048913043478262,7.695652173913044
128000,8,15.717004882635441,0.7137096774193549,5.709677419354839
64000,32,7.9637257947477895,0.24625,7.88
128000,8,15.383108111428546,0.7208333333333333,5.766666666666667
128000,8,17.196924814873544,0.7946428571428571,6.357142857142857
128000,8,16.641605335380802,0.7629310344827587,6.103448275862069
128000,8,16.670959451461226,0.7723214285714286,6.178571428571429
128000,8,14.657641455281318,0.6590909090909091,5.2727272727272725
128000,8,15.166706384708052,0.68359375,5.46875
128000,8,13.20613521758488,0.5798611111111112,4.638888888888889
128000,8,16.007459888466567,0.7291666666666666,5.833333333333333
128000,8,13.790120136654602,0.6107142857142858,4.885714285714286
128000,8,16.901048902978946,0.78125,6.25
128000,8,18.71990430957117,0.875,7.0
128000,8,16.373721053808893,0.75,6.0
128000,8,15.684577457008928,0.7125,5.7
128000,8,17.43120678033345,0.8055555555555556,6.444444444444445
128000,8,16.07532546321558,0.7333333333333333,5.866666666666666
128000,8,16.548968429631408,0.7586206896551724,6.068965517241379
128000,8,16.717749293986362,0.7678571428571429,6.142857142857143
128000,8,16.97983342469945,0.78125,6.25
128000,8,17.229450261276362,0.7946428571428571,6.357142857142857
128000,8,13.719844602352001,0.6071428571428571,4.857142857142857
128000,8,13.825525693552015,0.6139705882352942,4.911764705882353
128000,8,18.282789876638518,0.8509615384615384,6.8076923076923075
128000,8,17.056673882672044,0.7857142857142857,6.285714285714286
128000,8,17.694995386497595,0.8194444444444444,6.555555555555555
128000,8,14.4869467505441,0.6477272727272727,5.181818181818182
128000,8,18.10841981543378,0.8413461538461539,6.730769230769231
128000,8,15.344854695885514,0.6935483870967742,5.548387096774194
128000,8,16.39520008463294,0.75,6.0
128000,8,15.221609583808343,0.6975806451612904,5.580645161290323
128000,8,17.218655176385038,0.7946428571428571,6.357142857142857
128000,8,14.402117046494968,0.6439393939393939,5.151515151515151
128000,8,14.977720476631053,0.67578125,5.40625
128000,16,10.991576939218564,0.5142045454545454,8.227272727272727
128000,16,14.060833139277799,0.578125,9.25
128000,16,20.17126049077499,0.8571428571428571,13.714285714285714
128000,16,14.062226923919752,0.578125,9.25
128000,16,11.894101210953513,0.4791666666666667,7.666666666666667
128000,16,13.171704879043865,0.5386904761904762,8.619047619047619
128000,16,13.03141050119871,0.53125,8.5
128000,16,18.369349481877663,0.775,12.4
128000,16,16.13800107405734,0.6727941176470589,10.764705882352942
128000,16,10.379779028830116,0.4107142857142857,6.571428571428571
128000,16,14.240244896596066,0.5875,9.4
128000,16,11.24177645868301,0.45,7.2
128000,16,15.681188609085496,0.6527777777777778,10.444444444444445
128000,16,17.45832588337071,0.734375,11.75
128000,16,15.21515571601246,0.631578947368421,10.105263157894736
128000,16,17.553643985630643,0.73828125,11.8125
128000,16,16.35616331964678,0.6840277777777778,10.944444444444445
128000,16,12.61952696692554,0.5142045454545454,8.227272727272727
128000,16,15.754198904505328,0.65625,10.5
128000,16,13.0459894599292,0.5340909090909091,8.545454545454545
128000,16,11.919889258215736,0.48097826086956524,7.695652173913044
128000,16,11.919618430481059,0.48097826086956524,7.695652173913044
128000,16,12.456998506782218,0.5054347826086957,8.08695652173913
128000,16,17.55576824864028,0.73828125,11.8125
128000,16,13.897482936246615,0.5714285714285714,9.142857142857142
128000,16,15.45041643575704,0.6423611111111112,10.277777777777779
128000,16,20.640875671278835,0.8794642857142857,14.071428571428571
128000,16,13.836665367691731,0.5684523809523809,9.095238095238095
128000,16,13.77255914131109,0.565625,9.05
128000,16,13.630666931668248,0.5595238095238095,8.952380952380953
128000,16,16.41026100534236,0.6875,11.0
128000,16,15.434940224886116,0.6414473684210527,10.263157894736842
128000,16,12.709066870204706,0.5170454545454546,8.272727272727273
128000,16,15.304540892694188,0.6354166666666666,10.166666666666666
128000,16,12.516643169168402,0.5081521739130435,8.130434782608695
128000,16,14.187885034426607,0.584375,9.35
128000,16,12.587986080092007,0.5113636363636364,8.181818181818182
128000,32,7.111469499128964,0.2921875,9.35
128000,32,10.164646243913705,0.39375,12.6
128000,32,23.048737040130565,0.9285714285714286,29.714285714285715
128000,32,8.68230855588393,0.3305921052631579,10.578947368421053
128000,32,10.62207580442122,0.41041666666666665,13.133333333333333
128000,32,6.860964843901073,0.25407608695652173,8.130434782608695
128000,32,11.90806047763192,0.4639423076923077,14.846153846153847
128000,32,11.81411173948215,0.45982142857142855,14.714285714285714
128000,32,12.237139232822381,0.47767857142857145,15.285714285714286
128000,32,7.268040554574412,0.2708333333333333,8.666666666666666
128000,32,8.270753482731495,0.3125,10.0
128000,32,6.126126709880609,0.22337962962962962,7.148148148148148
128000,32,10.071683646897236,0.3875,12.4
128000,32,8.80707215148785,0.3350694444444444,10.722222222222221
128000,32,8.151162422774597,0.30756578947368424,9.842105263157896
128000,32,9.539595433912227,0.365234375,11.6875
128000,32,9.772196337605163,0.375,12.0
128000,32,8.9342157810386,0.3400735294117647,10.882352941176471
128000,32,9.913242999609832,0.3805147058823529,12.176470588235293
128000,32,11.745960364095593,0.4567307692307692,14.615384615384615
128000,32,8.196088377531089,0.3092105263157895,9.894736842105264
128000,32,8.403254077519666,0.3177083333333333,10.166666666666666
128000,32,6.806297921968358,0.2513586956521739,8.043478260869565
128000,32,10.836808762042255,0.41875,13.4
128000,32,6.217475609948465,0.22685185185185186,7.2592592592592595
128000,32,8.528336516316761,0.3229166666666667,10.333333333333334
128000,32,16.917321193971386,0.671875,21.5
128000,32,13.353189814058483,0.5234375,16.75
128000,32,14.698991378442507,0.5795454545454546,18.545454545454547
128000,32,11.03648551854512,0.4270833333333333,13.666666666666666
128000,32,6.3050219605341296,0.23046875,7.375
128000,32,12.13554444368185,0.4732142857142857,15.142857142857142
128000,32,13.851965042355706,0.5442708333333334,17.416666666666668
128000,32,10.184276444725548,0.39166666666666666,12.533333333333333
128000,32,7.94032103206948,0.2984375,9.55
128000,32,11.684340195708456,0.4543269230769231,14.538461538461538
128000,32,9.565538581611188,0.36580882352941174,11.705882352941176
64000,64,6.8042202530004,0.22716346153846154,14.538461538461538
64000,64,4.972062362284215,0.15553977272727273,9.954545454545455
128000,64,4.543243702336399,0.1753472222222222,11.222222222222221
64000,64,5.403923615516977,0.1701388888888889,10.88888888888889
64000,64,6.548473162487457,0.20870535714285715,13.357142857142858
128000,64,6.713260998884617,0.25,16.0
64000,64,13.963486667951152,0.4642857142857143,29.714285714285715
64000,64,9.168111820721839,0.3,19.2
128000,64,20.729843429155224,0.80859375,51.75
64000,64,3.0672042375997957,0.0921875,5.9
128000,64,5.6414691529467165,0.20758928571428573,13.285714285714286
64000,64,5.561911439775655,0.17647058823529413,11.294117647058824
64000,64,7.161733340917372,0.23102678571428573,14.785714285714286
64000,64,5.137983440107186,0.16145833333333334,10.333333333333334
128000,64,3.583403941551843,0.12635869565217392,8.08695652173913
64000,64,9.347330977308744,0.30625,19.6
64000,64,5.300230885674387,0.1669407894736842,10.68421052631579
128000,64,4.240019033053697,0.15213815789473684,9.736842105263158
64000,64,3.460515150775907,0.10358796296296297,6.62962962962963
64000,64,6.872694632701437,0.22098214285714285,14.142857142857142
128000,64,4.934379915456458,0.1796875,11.5
64000,64,7.91025918334384,0.2578125,16.5
128000,64,8.859193722150835,0.3350694444444444,21.444444444444443
64000,64,3.6332772903602497,0.109375,7.0
64000,64,6.404240997582371,0.20520833333333333,13.133333333333333
128000,64,8.879213345450554,0.3359375,21.5
64000,64,4.1281083785924215,0.12642045454545456,8.090909090909092
64000,64,3.7555218043510705,0.11375,7.28
128000,64,3.1405847576496253,0.10877403846153846,6.961538461538462
64000,64,6.442229067097965,0.20625,13.2
64000,64,4.609243959844211,0.14285714285714285,9.142857142857142
128000,64,5.205568838639627,0.1904296875,12.1875
64000,64,7.581934159665811,0.24519230769230768,15.692307692307692
64000,64,3.067072821223885,0.08996212121212122,5.757575757575758
128000,64,2.8488669432074136,0.09709821428571429,6.214285714285714
64000,64,8.102988119374844,0.2630208333333333,16.833333333333332
64000,64,5.42305850178064,0.17100694444444445,10.944444444444445
128000,64,6.50174680069718,0.24166666666666667,15.466666666666667
64000,64,5.930895956450653,0.18841911764705882,12.058823529411764
64000,64,11.251857808332758,0.3732638888888889,23.88888888888889
128000,64,4.408830958626177,0.15885416666666666,10.166666666666666
64000,64,7.567095781068935,0.24479166666666666,15.666666666666666
64000,64,4.85767429519144,0.1513157894736842,9.68421052631579
128000,64,4.852893738649371,0.17647058823529413,11.294117647058824
64000,64,7.587075689311072,0.24519230769230768,15.692307692307692
64000,64,6.974076121762034,0.22433035714285715,14.357142857142858
128000,64,8.12420541913125,0.30625,19.6
64000,64,4.3644298713565055,0.13451086956521738,8.608695652173912
64000,64,15.403754713079755,0.5182291666666666,33.166666666666664
128000,64,4.696828509920925,0.17023026315789475,10.894736842105264
64000,64,5.276454254683415,0.165625,10.6
64000,64,8.213601289386114,0.2669270833333333,17.083333333333332
128000,64,5.979455527216709,0.22098214285714285,14.142857142857142
64000,64,4.429979218572899,0.13690476190476192,8.761904761904763
64000,64,4.795415241055314,0.14967105263157895,9.578947368421053
128000,64,5.371168358428442,0.19791666666666666,12.666666666666666
128000,64,5.24541330513955,0.19270833333333334,12.333333333333334
64000,128,2.8169974008193646,0.09099264705882353,11.647058823529411
64000,128,15.773743533904074,0.546875,70.0
128000,64,5.096112540715251,0.1875,12.0
64000,128,1.8278026431901897,0.0546875,7.0
64000,128,9.620495629488673,0.3171875,40.6
128000,64,2.879818201291006,0.0984375,6.3
64000,128,3.985300181830486,0.12760416666666666,16.333333333333332
128000,64,5.682787803991715,0.20982142857142858,13.428571428571429
64000,128,3.857142535571922,0.123046875,15.75
128000,64,7.519045963437136,0.2825520833333333,18.083333333333332
64000,128,2.494544179910452,0.07689144736842106,9.842105263157896
64000,128,2.6738187200344137,0.08463541666666667,10.833333333333334
128000,64,3.9729874984052174,0.14296875,9.15
64000,128,2.4446887897519036,0.0756578947368421,9.68421052631579
128000,64,4.833000971524815,0.17555147058823528,11.235294117647058
64000,128,2.584612804302358,0.080859375,10.35
128000,64,13.37382050616493,0.5290178571428571,33.857142857142854
64000,128,3.5012111120241056,0.11358173076923077,14.538461538461538
128000,64,7.358557797424584,0.2755681818181818,17.636363636363637
64000,128,5.674454126525659,0.1859375,23.8
64000,128,2.77885967751626,0.08685661764705882,11.117647058823529
128000,64,13.42213030238829,0.515625,33.0
64000,128,2.0248364426849434,0.06114130434782609,7.826086956521739
128000,64,6.376960518569157,0.23677884615384615,15.153846153846153
64000,128,6.092182272766261,0.1996527777777778,25.555555555555557
128000,64,7.239058705328395,0.2708333333333333,17.333333333333332
64000,128,2.0355663153151253,0.06148097826086957,7.869565217391305
128000,64,8.164905629086375,0.30823863636363635,19.727272727272727
64000,128,4.191843426016596,0.13541666666666666,17.333333333333332
128000,64,7.050366640549021,0.2630208333333333,16.833333333333332
64000,128,1.8716322596707358,0.056490384615384616,7.230769230769231
128000,64,5.640777052543049,0.20729166666666668,13.266666666666667
64000,128,3.337980034650937,0.10625,13.6
128000,64,7.18316344881898,0.2682291666666667,17.166666666666668
64000,128,3.3847780775098015,0.1078125,13.8
64000,128,2.352351673013242,0.07265625,9.3
128000,64,4.739102740397415,0.171875,11.0
64000,128,3.2902183180208397,0.10435267857142858,13.357142857142858
128000,64,5.3763004949204145,0.1970486111111111,12.61111111111111
64000,128,3.6206597058206857,0.1171875,15.0
64000,128,4.137806838880214,0.134765625,17.25
128000,128,2.4289633337433876,0.09033203125,11.5625
64000,128,1.4858116299507984,0.04284274193548387,5.483870967741935
64000,128,1.6999599662910294,0.05005787037037037,6.407407407407407
64000,128,3.9242790095294184,0.12630208333333334,16.166666666666668
128000,128,1.0137275702258814,0.0314453125,4.025
64000,128,2.0370271903264574,0.06148097826086957,7.869565217391305
128000,128,8.270173786196592,0.3125,40.0
64000,128,2.050409080493133,0.061197916666666664,7.833333333333333
128000,128,3.1355775804369843,0.11358173076923077,14.538461538461538
64000,128,2.9594871371637925,0.091796875,11.75
64000,128,5.858513883211307,0.189453125,24.25
128000,128,2.571549654776147,0.09171195652173914,11.73913043478261
64000,128,4.005797645610199,0.126953125,16.25
64000,128,5.487918440883318,0.17668269230769232,22.615384615384617
128000,128,2.8233150054788037,0.1015625,13.0
64000,128,3.4006887331472058,0.10625,13.6
64000,128,2.9933745860408725,0.09228515625,11.8125
128000,128,3.4461498079949093,0.12555803571428573,16.071428571428573
64000,128,2.6339618367309443,0.0802951388888889,10.277777777777779
64000,128,3.832861449137216,0.12053571428571429,15.428571428571429
